,EUR,GBP,JPY,USD,USD_Return,USD_Volatility,GBP_Return,GBP_Volatility,EUR_Return,EUR_Volatility,JPY_Return,JPY_Volatility
2016-01-17,73.3868,97.1095,57.25,67.4325,0.0,,0.0,,0.0,,0.0,
2016-01-18,73.6101,96.4819,57.68,67.588,0.002306009713416879,,-0.006462807449322705,,0.00304278153564419,,0.00751091703056761,
2016-01-19,73.5018,96.4192,57.37,67.563,-0.00036988814582461504,,-0.0006498628240114712,,-0.0014712654920996382,,-0.005374479889043049,
2016-01-20,74.4828,96.2016,58.24,67.9774,0.006133534626940884,,-0.0022568119212771354,,0.013346611919708096,,0.015164720237057727,
2016-01-21,74.165,96.5567,58.3,68.06,0.0012151097276447143,,0.0036912067990553243,,-0.0042667568888385965,,0.0010302197802196655,
2016-01-22,73.405,96.4461,57.38,67.748,-0.004584190420217404,,-0.0011454409688815836,,-0.010247421290366154,,-0.01578044596912509,
2016-01-23,73.405,96.4461,57.38,67.748,0.0,,0.0,,0.0,,0.0,
2016-01-24,73.405,96.4461,57.38,67.748,0.0,,0.0,,0.0,,0.0,
2016-01-25,73.1219,96.736,56.93,67.6428,-0.0015528133671843802,,0.003005823978367239,,-0.0038566855118862264,,-0.007842453816660933,
2016-01-26,73.1219,96.736,56.93,67.6428,0.0,,0.0,,0.0,,0.0,
2016-01-27,73.813,97.5109,57.45,67.9803,0.004989444552857103,,0.008010461462123697,,0.009451340843167344,,0.00913402424029508,
2016-01-28,74.0637,97.0155,57.36,68.0858,0.001551920188642919,,-0.005080457671911565,,0.0033964206847032496,,-0.0015665796344648264,
2016-01-29,74.0666,97.7554,56.26,67.8763,-0.0030769999030635375,,0.007626616365426164,,3.915548372535049e-05,,-0.019177126917712672,
2016-01-30,74.0666,97.7554,56.26,67.8763,0.0,,0.0,,0.0,,0.0,
2016-01-31,74.0666,97.7554,56.26,67.8763,0.0,0.002475325909417702,0.0,0.0033505371976368633,0.0,0.005034188707946967,0.0,0.007612062704899584
2016-02-01,73.4115,96.5149,55.78,67.6728,-0.002998100957182448,0.0025694715868900095,-0.012689836060207349,0.004079610784537277,-0.008844742434511499,0.005345340623244107,-0.008531816565943817,0.007799183215807398
2016-02-02,73.9323,97.6131,56.21,67.834,0.002382050099892563,0.002582332456934396,0.011378553984928708,0.004609401994945423,0.00709425634948202,0.005467692417792944,0.007708856220867588,0.00790860861303122
2016-02-03,74.4553,98.3192,56.98,68.1825,0.005137541645782395,0.002625520455881743,0.0072336602361773306,0.004755417662738436,0.007074039357628514,0.005456902227239587,0.013698630136986134,0.008014846717261043
2016-02-04,75.1327,98.7914,57.42,67.8093,-0.005473545264547575,0.0028669626386195264,0.004802724188154528,0.004831047656912337,0.009098076295441793,0.005534670501377205,0.007722007722007707,0.008113446727470401
2016-02-05,75.7326,98.472,57.91,67.6365,-0.002548323017639076,0.0028984241747042265,-0.003233074943770453,0.004858433792080766,0.007984539355034626,0.0055395294731842345,0.008533611981887734,0.008110805987980885
2016-02-06,75.7326,98.472,57.91,67.6365,0.0,0.002861699307359664,0.0,0.004857492396337467,0.0,0.005357276921036469,0.0,0.007912514215997172
2016-02-07,75.7326,98.472,57.91,67.6365,0.0,0.0027623378450761533,0.0,0.004788850821175242,0.0,0.0053632788673253304,0.0,0.007738550311307193
2016-02-08,75.5368,98.3308,57.75,67.819,0.0026982472481575925,0.0027898241149167183,-0.0014339101470468574,0.004799699752862467,-0.0025854123587465416,0.005408059358853708,-0.0027629079606285023,0.007766727223739208
2016-02-09,76.3827,98.2696,59.39,68.1623,0.005062003273418991,0.0029046277807612928,-0.0006223889157822571,0.004802435043325446,0.011198515160822264,0.005689440888782468,0.028398268398268423,0.009247125711571857
2016-02-10,76.648,98.2943,59.21,67.8781,-0.004169460244152545,0.0030315124680159403,0.0002513493491376195,0.004732604843641729,0.0034732995822353008,0.005655765664019706,-0.0030308132682269617,0.009126459156317402
2016-02-11,76.8439,98.8061,60.54,68.0155,0.0020242169418414058,0.0030384210561076614,0.005206812602561728,0.004811712232280638,0.002555839682705452,0.005601863561787622,0.022462421888194584,0.009897703380976623
2016-02-12,77.3606,98.9797,60.94,68.4365,0.006189765568142436,0.003195092174279029,0.0017569765429461537,0.004669301649371772,0.0067240210348511464,0.0055442804578606526,0.006607201850016509,0.009809485775512453
2016-02-13,77.3606,98.9797,60.94,68.4365,0.0,0.0031458718745672127,0.0,0.0046709592297661685,0.0,0.005465227222203248,0.0,0.009768692583845275
2016-02-14,77.3606,98.9797,60.94,68.4365,0.0,0.0030373631667345927,0.0,0.004608538079406953,0.0,0.005430348474988982,0.0,0.009770110312602656
2016-02-15,76.5086,99.0067,59.84,68.1348,-0.004408466242429077,0.003166159225383435,0.0002727832070616998,0.004607487884566547,-0.011013358221110048,0.005905836804181066,-0.01805054151624541,0.010438751332232769
2016-02-16,76.2425,98.4312,59.68,68.336,0.002952969701239372,0.00320060910487764,-0.005812737925817046,0.004755833205905697,-0.003478040377160152,0.005968206583075917,-0.002673796791443861,0.010463636215123386
2016-02-17,76.6104,98.018,60.32,68.592,0.0037461952704285206,0.003239986143152999,-0.004197855964369057,0.004659111942009327,0.0048253926615731135,0.0059950676029318795,0.01072386058981234,0.010544057057542721
2016-02-18,76.3297,97.8642,60.15,68.494,-0.0014287380452531195,0.0032554822487682027,-0.0015690995531433272,0.004670197239257708,-0.0036639934003738217,0.006043817690043829,-0.002818302387267879,0.010496421620323222
2016-02-19,76.3297,97.8642,60.15,68.494,0.0,0.0030745489927716235,0.0,0.004642243616810508,0.0,0.005599622327855185,0.0,0.010182681948529022
2016-02-20,76.3297,97.8642,60.15,68.494,0.0,0.003069490899491502,0.0,0.004605760301311906,0.0,0.005519263533422538,0.0,0.010184753579145616
2016-02-21,76.3297,97.8642,60.15,68.494,0.0,0.002933349265669352,0.0,0.00459674253723438,0.0,0.005102164198117268,0.0,0.009678211307544331
2016-02-22,76.1952,97.8438,60.75,68.5517,0.0008424095541215149,0.0029337245710675925,-0.00020845212038722583,0.004597676969353902,-0.0017620926061546749,0.005127911260440179,0.009975062344139696,0.009791401779650141
2016-02-23,75.7657,96.8934,61.12,68.6408,0.0012997489486037406,0.0029372494582907602,-0.009713441219576513,0.004961034808966616,-0.005636838016043089,0.005276672083124021,0.006090534979423801,0.009812687173919516
2016-02-24,75.4695,95.8127,61.27,68.565,-0.001104299483689064,0.0029278793509914113,-0.011153494458858826,0.005340579387492975,-0.003909420753718362,0.005278378133142532,0.0024541884816755566,0.009629367232193533
2016-02-25,75.6784,95.5721,61.01,68.599,0.0004958798220666694,0.002926617929780442,-0.0025111493570267873,0.005355279632404646,0.0027680056181635937,0.005283267347723787,-0.00424351232250697,0.009698226281865008
2016-02-26,76.0404,96.089,61.03,68.7775,0.0026020787475036222,0.0028304278878554584,0.005408482182561514,0.005234247236941085,0.004783399226199414,0.0050960682835624405,0.00032781511227675253,0.009618917154701251
2016-02-27,76.0404,96.089,61.03,68.7775,0.0,0.002822679545343507,0.0,0.005161832227300782,0.0,0.005078784486434567,0.0,0.009602780216927863
2016-02-28,76.0404,96.089,61.03,68.7775,0.0,0.0027491504941623717,0.0,0.004940700998656784,0.0,0.005079015926805436,0.0,0.008735765857115515
2016-02-29,75.0796,95.1978,60.78,68.616,-0.0023481516484316067,0.002795250991700259,-0.009274734881203894,0.005188348444862389,-0.012635388556609506,0.00564741540628124,-0.004096346059315081,0.008811962784960908
2016-03-01,74.2172,95.0395,60.5,68.158,-0.006674828028448099,0.0030767876636880105,-0.0016628535533383948,0.005187612553347373,-0.011486475687137343,0.0060549379931187286,-0.0046067785455742305,0.008898841546849601
2016-03-02,73.5314,94.6003,59.42,67.7022,-0.006687402799377851,0.0032740546337790112,-0.004621236433272502,0.004747125377588256,-0.009240445610990466,0.006075458616983905,-0.01785123966942148,0.0094419786590472
2016-03-03,73.1664,94.896,59.05,67.3786,-0.004779756049286377,0.003355938711398441,0.003125782899208618,0.0042373918331391055,-0.004963865777069532,0.005993192517623988,-0.006226859643217897,0.009501794153844298
2016-03-04,73.6688,95.2158,59.1,67.2713,-0.001592493759146163,0.003207161829900675,0.003370005058168868,0.0040345144977521384,0.006866539832491636,0.005984466752711119,0.0008467400508045397,0.009227356310825628
2016-03-05,73.6688,95.2158,59.1,67.2713,0.0,0.0030636145558200294,0.0,0.0038863991622630923,0.0,0.005714297325067448,0.0,0.00914822662343744
2016-03-06,73.6688,95.2158,59.1,67.2713,0.0,0.0030331833087969937,0.0,0.0038734781285181467,0.0,0.005479890181650944,0.0,0.00903796985755334
2016-03-07,73.6688,95.2158,59.1,67.2713,0.0,0.0030331833087969937,0.0,0.0038734781285181467,0.0,0.005479890181650944,0.0,0.00903796985755334
2016-03-08,74.193,95.9028,59.59,67.338,0.0009915075225244152,0.003040560078681505,0.007215189075762574,0.004158478728095338,0.007115631040548909,0.005671115061511303,0.008291032148900257,0.00914144462827522
2016-03-09,74.0611,95.6965,59.92,67.4632,0.0018592770798064873,0.0030172961586391028,-0.0021511363588967436,0.004163876038168912,-0.001777795748925115,0.0056636152684281385,0.005537841919785125,0.009149433520735
2016-03-10,73.622,95.2258,58.99,67.051,-0.006109997746919782,0.003038528193527439,-0.004918675186657784,0.004227523208091845,-0.005928888444811098,0.00527910020047675,-0.015520694259012036,0.008114248062578072
2016-03-11,74.9427,95.753,59.13,67.0868,0.0005339219400157802,0.0029654394352759497,0.005536314738232573,0.004390159515178829,0.017938931297709848,0.0062864184717707355,0.0023732836073910857,0.008109069356329482
2016-03-12,74.9427,95.753,59.13,67.0868,0.0,0.0029315300680021997,0.0,0.004242338399100176,0.0,0.006257596382076768,0.0,0.006910706228999091
2016-03-13,74.9427,95.753,59.13,67.0868,0.0,0.0026523341669938256,0.0,0.0042144736692873545,0.0,0.006096570835032342,0.0,0.006771639820197065
2016-03-14,74.8044,96.3389,58.9,67.023,-0.0009510067554272528,0.0026498517464111264,0.0061188683383288645,0.004412722075026441,-0.0018454098931584006,0.00609502575346325,-0.0038897344833418446,0.006789399270809021
2016-03-15,74.6444,95.9223,59.31,67.229,0.0030735717589485123,0.002735562238109753,-0.004324317591336335,0.004453037721989838,-0.0021389116148247123,0.006094206910183266,0.006960950764006935,0.006945854569048062
2016-03-16,74.7583,95.1708,59.4,67.368,0.0020675601303008495,0.002678743512860202,-0.007834466020935738,0.004613983872655342,0.0015259014741897392,0.005819840812653536,0.0015174506828528056,0.006151125866930581
2016-03-17,75.0735,95.1644,59.59,66.8806,-0.007234888968055908,0.0028806332828953565,-6.724751709552557e-05,0.004539100829774319,0.004216254248692097,0.0058650563145565115,0.0031986531986532007,0.0061640228147086425
2016-03-18,75.3012,96.323,59.87,66.6088,-0.004063958756350905,0.0028159013558148563,0.012174720798954208,0.005104625914312815,0.0030330276329197936,0.0058178948406192605,0.004698774962241803,0.005893723620235283
2016-03-19,75.3012,96.323,59.87,66.6088,0.0,0.002820018130143291,0.0,0.0051020601355714216,0.0,0.005788830604925688,0.0,0.005873515777354959
2016-03-20,75.3012,96.323,59.87,66.6088,0.0,0.002820018130143291,0.0,0.0051020601355714216,0.0,0.005788830604925688,0.0,0.005873515777354959
2016-03-21,74.9168,95.8722,59.66,66.504,-0.0015733656814114205,0.0028168309952262046,-0.0046800867913165956,0.005156980780219629,-0.005104832326709219,0.005850276218732875,-0.0035075997995657193,0.005905482987464366
2016-03-22,74.8987,95.7526,59.37,66.5411,0.0005578611812822043,0.002825341655493828,-0.0012474940598005135,0.005156401494885312,-0.00024160134976392023,0.005849579368366377,-0.004860878310425698,0.005964614080996878
2016-03-23,74.9077,94.9268,59.52,66.864,0.004852639947340975,0.0030028444348511045,-0.008624308896050925,0.005353125606299401,0.0001201622992121898,0.005846935840366112,0.002526528549772644,0.0056645646087783086
2016-03-24,74.9077,94.9268,59.52,66.864,0.0,0.0029804060897672684,0.0,0.005095119039199314,0.0,0.0057679146460810965,0.0,0.0055213936250641665
2016-03-25,74.9077,94.9268,59.52,66.864,0.0,0.0029842234953515916,0.0,0.004695051332168852,0.0,0.005729071403342125,0.0,0.0054885416310536915
2016-03-26,74.9077,94.9268,59.52,66.864,0.0,0.0029779775384857834,0.0,0.004676599953226938,0.0,0.0057012923851161475,0.0,0.0054553376877209455
2016-03-27,74.9077,94.9268,59.52,66.864,0.0,0.0029111321996635143,0.0,0.004554997444005085,0.0,0.005619792933523651,0.0,0.005453309270303735
2016-03-28,74.4215,94.3019,58.72,66.668,-0.002931323283082099,0.002927779684790905,-0.006582967086217972,0.004691796091626377,-0.006490654498803372,0.005724447589897204,-0.013440860215053863,0.005916087789660358
2016-03-29,74.4717,94.6654,58.58,66.558,-0.001649967000660002,0.0029231858141798954,0.003854641316876961,0.004761481263941095,0.0006745362563238544,0.005728620193026551,-0.0023841961852860694,0.005914476075446469
2016-03-30,75.0306,95.6311,59.11,66.4105,-0.0022161122629887897,0.002921322922329781,0.010201192832861805,0.004848846630703356,0.007504864263874866,0.005452572909912683,0.009047456469784887,0.006184513278002088
2016-03-31,75.0955,95.0882,59.06,66.3329,-0.0011684899225273826,0.0027242970558164006,-0.005677023478763754,0.004955181716091016,0.0008649804213214374,0.005003769013180526,-0.0008458805616646803,0.006144978090748655
2016-04-01,75.0955,95.0882,59.06,66.3329,0.0,0.0024987396335433083,0.0,0.004876848622214037,0.0,0.00466235816834012,0.0,0.0052317817316093465
2016-04-02,75.0955,95.0882,59.06,66.3329,0.0,0.0023776216163615502,0.0,0.004845095443522201,0.0,0.004540458550314158,0.0,0.005105998812718619
2016-04-03,75.0955,95.0882,59.06,66.3329,0.0,0.0023705835536899423,0.0,0.0048050583347521575,0.0,0.004399022049840276,0.0,0.005103601189637796
2016-04-04,75.3713,94.1578,59.44,66.243,-0.0013552852355317446,0.002374318976701947,-0.009784599981911613,0.005124179865937918,0.003672656816986475,0.0044313268520241545,0.006434134778191547,0.0052374695511549245
2016-04-05,75.524,94.42,59.98,66.3248,0.0012348474555803346,0.002394097470797528,0.002784686982916007,0.005156043443798604,0.0020259700973712658,0.0044346036144046995,0.00908479138627194,0.005482157286640132
2016-04-06,75.629,94.0918,60.31,66.5807,0.003858285286951535,0.0025204816218009174,-0.0034759584833721213,0.005188790574395555,0.0013902865314336932,0.004432799431398093,0.0055018339446482045,0.005556126359212838
2016-04-07,75.8952,94.0415,61.04,66.4698,-0.001665647852906127,0.0025187343999902973,-0.0005345843102162462,0.004986447854139834,0.003519813828028795,0.00430530275205277,0.01210412866854571,0.005775279756578506
2016-04-08,75.8952,94.0415,61.04,66.4698,0.0,0.002483099896673688,0.0,0.004979446295242897,0.0,0.004281259416187229,0.0,0.005707316264349805
2016-04-09,75.8952,94.0415,61.04,66.4698,0.0,0.0022455775410531046,0.0,0.004911819049595806,0.0,0.004091392475943621,0.0,0.004828260922497962
2016-04-10,75.8952,94.0415,61.04,66.4698,0.0,0.002240952151441066,0.0,0.004783201478390464,0.0,0.002556853556866458,0.0,0.004826979890460125
2016-04-11,75.7538,93.786,61.53,66.3925,-0.0011629341445289487,0.002245538800532666,-0.0027168856302802746,0.004797345386444791,-0.00186309542632479,0.002589925464885922,0.008027522935779796,0.004985434370353153
2016-04-12,75.9107,94.7487,61.38,66.495,0.0015438490793389104,0.002271243964223521,0.010264858294414925,0.005196972831506301,0.002071183227772222,0.0026074854330918407,-0.0024378352023403105,0.00502770284768767
2016-04-13,75.4637,94.6684,60.98,66.4293,-0.0009880442138507917,0.002271624111105756,-0.0008475050317312549,0.0050521178366799025,-0.005888497932439063,0.0028246509595494015,-0.00651678071032924,0.005142028472325918
2016-04-14,75.4637,94.6684,60.98,66.4293,0.0,0.00218204839904131,0.0,0.005002773782418312,0.0,0.002787815509841532,0.0,0.005027495704571282
2016-04-15,75.4637,94.6684,60.98,66.4293,0.0,0.0021336535868801566,0.0,0.004803237303854973,0.0,0.0027798641730341243,0.0,0.005029100616444632
2016-04-16,75.4637,94.6684,60.98,66.4293,0.0,0.0017086790417989478,0.0,0.004803300325203467,0.0,0.0026807362272876427,0.0,0.005012295023363409
2016-04-17,75.4637,94.6684,60.98,66.4293,0.0,0.0015472375464880732,0.0,0.004201578030968891,0.0,0.0026259156790432664,0.0,0.0049587795661081395
2016-04-18,75.2596,94.3928,61.73,66.6663,0.0035677028058402893,0.0016852519108533216,-0.002911214301710041,0.004221557775208174,-0.0027046116212164906,0.0026745633687227936,0.012299114463758531,0.0053946392850045925
2016-04-19,75.2596,94.3928,61.73,66.6663,0.0,0.0016852519108533216,0.0,0.004221557775208174,0.0,0.0026745633687227936,0.0,0.0053946392850045925
2016-04-20,75.2758,95.2076,60.82,66.2406,-0.006385535120443264,0.0020357142670363705,0.008632014306175995,0.004476974113115702,0.0002152549309324403,0.002495845896934117,-0.014741616717965256,0.006068595356023129
2016-04-21,74.8978,95.1437,60.48,66.293,0.0007910556365733346,0.002038875191192766,-0.0006711649070032522,0.004473657980459107,-0.0050215341451037565,0.0026690840481408376,-0.005590266359750129,0.006092888770709066
2016-04-22,75.1033,95.4433,60.15,66.4925,0.0030093675048648016,0.0019073060604158187,0.0031489210531017164,0.004218557367932838,0.002743738801406659,0.0027156286738576965,-0.005456349206349187,0.0061811380961573695
2016-04-23,75.1033,95.4433,60.15,66.4925,0.0,0.0019073060604158187,0.0,0.004218557367932838,0.0,0.0027156286738576965,0.0,0.0061811380961573695
2016-04-24,75.1033,95.4433,60.15,66.4925,0.0,0.0019073060604158187,0.0,0.004218557367932838,0.0,0.0027156286738576965,0.0,0.0061811380961573695
2016-04-25,74.9527,96.3249,59.99,66.6839,0.0028785201338494826,0.00198759353754507,0.00923689771833125,0.004529848935541841,-0.002005238118698016,0.0027424782058971878,-0.002660016625103845,0.006205651473819402
2016-04-26,75.1814,96.7695,60.22,66.733,0.0007363096639521061,0.0019932556158718494,0.004615628980668474,0.004590353045308833,0.0030512576598309415,0.0027975968325238353,0.0038339723287212912,0.006239056906033196
2016-04-27,75.177,96.9242,59.85,66.546,-0.0028022117992596574,0.0019869794531844147,0.0015986442009103818,0.004384146850272275,-5.8525113924345895e-05,0.002504154720428736,-0.006144138160079637,0.005807856245781254
2016-04-28,75.4222,96.831,61.32,66.4045,-0.0021263486911310414,0.0020019782181481954,-0.0009615761595143102,0.004361250371937686,0.003261635872673807,0.0025600045409099564,0.024561403508772006,0.007231280115959453
2016-04-29,75.7303,97.4017,61.96,66.5176,0.001703197825448699,0.001985250396993694,0.005893773688178339,0.004103089976875394,0.004085004149971816,0.002296498460336737,0.010437051532941943,0.007285210053840547
2016-04-30,75.7303,97.4017,61.96,66.5176,0.0,0.001971822963864347,0.0,0.003929923257436511,0.0,0.0022947457470612605,0.0,0.0072770642075115615
2016-05-01,75.7303,97.4017,61.96,66.5176,0.0,0.001971822963864347,0.0,0.003929923257436511,0.0,0.0022947457470612605,0.0,0.0072770642075115615
2016-05-02,76.0562,97.0207,62.31,66.3435,-0.0026173523999662995,0.002033102959441586,-0.003911636039206745,0.004021515438210375,0.00430342940672368,0.0024081385688740162,0.005648805681084612,0.0073066004850914175
2016-05-03,76.6145,97.569,62.65,66.2698,-0.0011108850151108074,0.002043331694956164,0.005651371305298802,0.004119790319657158,0.007340624432985221,0.002716488861470743,0.005456588027603848,0.007327801897589249
2016-05-04,76.4597,96.8273,62.21,66.5388,0.004059164204509358,0.002158107351960997,-0.007601799751970506,0.003940560170661479,-0.0020205052568379456,0.002698386772728709,-0.00702314445331198,0.00745742229239909
2016-05-05,76.3807,96.5865,62.15,66.5105,-0.00042531575561932655,0.002150622997222992,-0.002486901937779895,0.003972860264175696,-0.0010332240382840974,0.002695812413235308,-0.0009644751647645,0.007331762536551635
2016-05-06,75.9313,96.3456,62.13,66.583,0.0010900534502071846,0.0020401572719734714,-0.00249413737944737,0.0039406407311836245,-0.005883685276516282,0.002919599715636121,-0.0003218020917135078,0.007291226426301934
2016-05-07,75.9313,96.3456,62.13,66.583,0.0,0.002015693633598314,0.0,0.00393561801985494,0.0,0.002848840613326509,0.0,0.006985022026699328
2016-05-08,75.9313,96.3456,62.13,66.583,0.0,0.002015693633598314,0.0,0.00393561801985494,0.0,0.002848840613326509,0.0,0.006985022026699328
2016-05-09,75.8056,95.7702,61.73,66.4379,-0.002179234939849506,0.002056731167337676,-0.005972249900358717,0.004124748404066948,-0.001655443802489831,0.002865222536343643,-0.006438113632705744,0.0071024376092818226
2016-05-10,75.9568,96.1069,61.35,66.7224,0.004282194349911617,0.002201250524509406,0.0035157073912344128,0.0041564773329853776,0.001994575598636583,0.0028891143667067456,-0.006155839948161268,0.007202579823448016
2016-05-11,75.9665,96.4355,61.43,66.6958,-0.00039866671462640557,0.0021901803496268443,0.0034191093459472466,0.004131770248709338,0.00012770416868534973,0.0028668846882874033,0.001303993480032517,0.007053480471637577
2016-05-12,76.0612,96.1538,61.16,66.5977,-0.001470857235388201,0.002193382781196258,-0.0029211234452043433,0.0037927445514026954,0.001246602120671625,0.002851219039405327,-0.004395246622171611,0.0070854994603435405
2016-05-13,75.7202,96.1557,61.47,66.7609,0.0024505350785388735,0.0022266558192365715,1.9760009484670604e-05,0.0037854353480782374,-0.00448323192376654,0.0027600386218667172,0.005068672334859414,0.007039024108956863
2016-05-14,75.7202,96.1557,61.47,66.7609,0.0,0.0022266558192365715,0.0,0.0037854353480782374,0.0,0.0027600386218667172,0.0,0.007039024108956863
2016-05-15,75.7202,96.1557,61.47,66.7609,0.0,0.0022266558192365715,0.0,0.0037854353480782374,0.0,0.0027600386218667172,0.0,0.007039024108956863
2016-05-16,75.5953,95.9625,61.45,66.8216,0.0009092148248450727,0.002230469247964299,-0.0020092412618283317,0.0038127507881073838,-0.0016494937942584942,0.002778811584871357,-0.0003253619651861772,0.007039737937763418
2016-05-17,75.4907,96.5953,61.07,66.7233,-0.0014710812072744606,0.0022510636678802227,0.006594242542659723,0.003972087544274853,-0.0013836839062745243,0.002791327930354665,-0.0061838893409276174,0.007138060657156433
2016-05-18,75.4847,96.6091,61.25,66.9131,0.002844583526294464,0.002216812785799626,0.00014286409380170895,0.003915621828788784,-7.947998892576802e-05,0.0027438530135167963,0.0029474373669560183,0.006781025334396583
2016-05-19,75.453,98.0493,61.01,67.2307,0.004746454730090166,0.0023715227170525766,0.014907498361955707,0.00468365425619054,-0.0004199526526568187,0.0027454683986265927,-0.003918367346938845,0.006813938290591034
2016-05-20,75.5437,98.4555,61.17,67.4076,0.0026312384074538286,0.0020461936594486693,0.004142813870165352,0.004509062684701318,0.0012020728135395675,0.002752932305523778,0.002622520898213576,0.006266437082089832
2016-05-21,75.5437,98.4555,61.17,67.4076,0.0,0.0020485334976271066,0.0,0.004501483809535614,0.0,0.002576404736411929,0.0,0.006170387583753017
2016-05-22,75.5437,98.4555,61.17,67.4076,0.0,0.0019973970600992126,0.0,0.004489987428945967,0.0,0.002534638757027255,0.0,0.006071545433570231
2016-05-23,75.6197,97.7641,61.38,67.3492,-0.0008663711510276118,0.0020104625020607924,-0.007022461924422685,0.004723388576859215,0.0010060402124862922,0.00253858074193658,0.00343305541932315,0.006092585515459549
2016-05-24,75.9323,98.0654,61.97,67.706,0.005297761517583099,0.0021956422532823793,0.0030819083896849175,0.004738611404401077,0.004133843429688255,0.002635906143224384,0.009612251547735262,0.0063039826521952905
2016-05-25,75.2098,98.5599,61.32,67.4467,-0.003829793519038116,0.0022954815352224977,0.005042553234882119,0.004542412960723927,-0.009515054858077465,0.0031713960085396737,-0.010488946264321397,0.0066156271691111875
2016-05-26,75.2185,98.9501,61.34,67.2855,-0.0023900353909087624,0.0023491680702299638,0.003959013757116381,0.004524816098125192,0.00011567641450982435,0.003122717361076322,0.0003261578604045745,0.006590231262597997
2016-05-27,75.0885,98.3923,61.12,67.0613,-0.003332070059671066,0.002374971396655682,-0.005637184803249262,0.004668744448413959,-0.0017282982245060419,0.003139025097584833,-0.003586566677535097,0.006515627627949329
2016-05-28,75.0885,98.3923,61.12,67.0613,0.0,0.002332653699784792,0.0,0.004661576086698595,0.0,0.003076792898249394,0.0,0.004709390200955839
2016-05-29,75.0885,98.3923,61.12,67.0613,0.0,0.0023187841513397558,0.0,0.004551218191559714,0.0,0.0029718182323626896,0.0,0.004269215866283281
2016-05-30,74.8415,98.4373,60.49,67.3398,0.0041529168089493584,0.002423464288377114,0.00045735286196157965,0.0045507805773216375,-0.003289451780232655,0.003021424542699618,-0.010307591623036627,0.004631484769564866
2016-05-31,74.7902,98.654,60.4,67.203,-0.002031488065007525,0.0024634375148425637,0.002201401298085104,0.004562465924273066,-0.0006854485813352351,0.0030209728872094216,-0.0014878492312779823,0.0046307033546058715
2016-06-01,74.9634,97.5333,61.31,67.3526,0.0022260910971234615,0.0024209654077779292,-0.011359904312040037,0.004989846221121048,0.0023158114298396093,0.0029345534261882864,0.015066225165562885,0.005349160875848711
2016-06-02,75.3035,97.0465,61.58,67.2533,-0.0014743306123297106,0.0024302279415115645,-0.0049911158547901735,0.004966269383541525,0.004536880664431031,0.0027132616180290435,0.00440384929049098,0.005311888539716921
2016-06-03,74.9944,96.9017,61.83,67.2415,-0.0001754560742743827,0.002337214238800039,-0.0014920682353303238,0.004772359904345181,-0.004104722888046419,0.0027775624197799082,0.004059759662228046,0.005231713137714085
2016-06-04,74.9944,96.9017,61.83,67.2415,0.0,0.0023336182431272926,0.0,0.004748554412707931,0.0,0.0027789375820337927,0.0,0.0052297592301482855
2016-06-05,74.9944,96.9017,61.83,67.2415,0.0,0.0023304568523009176,0.0,0.004722981843707482,0.0,0.0025952146181191385,0.0,0.005229743508780411
2016-06-06,75.9409,96.17,62.6,66.9614,-0.004165582266903667,0.0024707167911534236,-0.0075509511185046785,0.004930784906956069,0.012620942363696486,0.0035216544352112047,0.012453501536471068,0.005713763703850111
